id,material_class,sheet_title,table_heading,table_subheading,product_code,material,qty_basis,a1_a3_CO2,a1_a3_energy_total,a1_a3_energy_non_renewable,a1_a3_energy_renewable,notes,data_quality,density,area_density,linear_density,mass_per_unit
561,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_1_A,"Engineered wood, glulam, Radiata pine softwood (untreated) [from sustainable forest management practices] (WPMA)",kg,-1.36,34.87,4.11,30.75,"ew4, ew11",B,491,0,0,0
562,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_1_B,"Engineered wood, glulam, Radiata pine softwood (untreated) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.28,34.87,4.11,30.75,"ew4, ew11, ew12, ew13",B,491,0,0,0
563,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_2_A,"Engineered wood, glulam, Radiata pine softwood (H1.2 boron treated) [from sustainable forest management practices] (WPMA)",kg,-1.35,35.03,4.19,30.84,ew4,B,491,0,0,0
564,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_2_B,"Engineered wood, glulam, Radiata pine softwood (H1.2 boron treated) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.28,35.03,4.19,30.84,"ew4, ew12, ew13",B,491,0,0,0
565,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_3_A,"Engineered wood, glulam, Radiata pine softwood (H3.1 LOSP treated) [from sustainable forest management practices] (WPMA)",kg,-1.21,40.78,9.88,30.9,ew4,B,491,0,0,0
566,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_3_B,"Engineered wood, glulam, Radiata pine softwood (H3.1 LOSP treated) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.42,40.78,9.88,30.9,"ew4, ew12, ew13",B,491,0,0,0
567,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_4_A,"Engineered wood, glulam, Radiata pine softwood (H3.1 copper azole treated) [from sustainable forest management practices] (WPMA)",kg,-1.33,37.24,4.55,32.69,ew4,B,491,0,0,0
568,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_4_B,"Engineered wood, glulam, Radiata pine softwood (H3.1 copper azole treated) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.31,37.24,4.55,32.69,"ew4, ew12, ew13",B,491,0,0,0
569,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_5_A,"Engineered wood, glulam, Radiata pine softwood (H3.2 CCA treated) [from sustainable forest management practices] (WPMA)",kg,-1.31,35.57,4.72,30.86,ew4,B,491,0,0,0
570,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_5_B,"Engineered wood, glulam, Radiata pine softwood (H3.2 CCA treated) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.32,35.57,4.72,30.86,"ew4, ew12, ew13",B,491,0,0,0
571,STRUCTURE,Timber & engineered woods,Glulam,,PR_20_85_8_33_5_1_A,"Engineered wood (Radiata), glulam, thermally modified (Vulcan) [with wood sourced from sustainable forest management] (Abodo Wood Ltd)",kg,-1,43.6,11.69,31.9,ew5,A,420,0,0,0
572,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_1_A,"Engineered wood, I-joist profile, 200x45, imported [from sustainable forest management practices]",kg,-1,35.4,11.82,23.58,"ew6, ew11",G,628,0,0,0
573,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_1_B,"Engineered wood, I-joist profile, 200x45, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.59,35.4,11.82,23.58,"ew6, ew11, ew12, ew13",G,628,0,0,0
574,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_2_A,"Engineered wood, I-joist profile, 240x46, imported [from sustainable forest management practices]",kg,-1,35.29,11.78,23.51,"ew6, ew11",G,628,0,0,0
575,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_2_B,"Engineered wood, I-joist profile, 240x46, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.59,35.29,11.78,23.51,"ew6, ew11, ew12, ew13",G,628,0,0,0
576,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_4_A,"Engineered wood, I-joist profile, 240x90, imported [from sustainable forest management practices]",kg,-1.01,35.07,11.69,23.37,"ew6, ew11",G,626,0,0,0
577,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_4_B,"Engineered wood, I-joist profile, 240x90, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.58,35.07,11.69,23.37,"ew6, ew11, ew12, ew13",G,626,0,0,0
578,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_5_A,"Engineered wood, I-joist profile, 300x63, imported [from sustainable forest management practices]",kg,-0.98,35.96,12.04,23.92,"ew6, ew11",G,622,0,0,0
579,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_5_B,"Engineered wood, I-joist profile, 300x63, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.61,35.96,12.04,23.92,"ew6, ew11, ew12, ew13",G,622,0,0,0
580,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_6_A,"Engineered wood, I-joist profile, 300x90, imported [from sustainable forest management practices]",kg,-0.98,35.85,12,23.85,"ew6, ew11",G,623,0,0,0
581,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_6_B,"Engineered wood, I-joist profile, 300x90, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.61,35.85,12,23.85,"ew6, ew11, ew12, ew13",G,623,0,0,0
582,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_7_A,"Engineered wood, I-joist profile, 360x63, imported [from sustainable forest management practices]",kg,-0.95,36.63,12.3,24.34,"ew6, ew11",G,620,0,0,0
583,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_7_B,"Engineered wood, I-joist profile, 360x63, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.63,36.63,12.3,24.34,"ew6, ew11, ew12, ew13",G,620,0,0,0
584,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_8_A,"Engineered wood, I-joist profile, 360x90, imported [from sustainable forest management practices]",kg,-0.96,36.41,12.21,24.2,"ew6, ew11",G,620,0,0,0
585,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_8_B,"Engineered wood, I-joist profile, 360x90, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.63,36.41,12.21,24.2,"ew6, ew11, ew12, ew13",G,620,0,0,0
586,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_9_A,"Engineered wood, I-joist profile, 400x90, imported [from sustainable forest management practices]",kg,-0.95,36.75,12.34,24.41,"ew6, ew11",G,619,0,0,0
587,STRUCTURE,Timber & engineered woods,I-joist profile,,PR_20_85_8_88_9_B,"Engineered wood, I-joist profile, 400x90, imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.64,36.75,12.34,24.41,"ew6, ew11, ew12, ew13",G,619,0,0,0
588,STRUCTURE,Timber & engineered woods,LVL,,PR_20_76_88_49_A,"Engineered wood, laminated veneer lumber (LVL), imported [from sustainable forest management practices]",kg,-1.1,32.38,10.66,21.72,"ew7, ew11",C,488,0,0,0
589,STRUCTURE,Timber & engineered woods,LVL,,PR_20_76_88_49_B,"Engineered wood, laminated veneer lumber (LVL), imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.5,32.38,10.66,21.72,"ew2, ew11, ew12, ew13",C,488,0,0,0
590,STRUCTURE,Timber & engineered woods,Post tensioned timber frame,,PR_20_65_60_18_1_A,"Post tensioned timber frame structure, laminated veneer lumber (LVL) [from sustainable forest management practices], inc. steel reinforcing",kg,-0.78,34.93,13.9,21.03,"ew8, ew11 ",G,488,0,0,0
591,STRUCTURE,Timber & engineered woods,Post tensioned timber frame,,PR_20_65_60_18_1_B,"Post tensioned timber frame structure, laminated veneer lumber (LVL) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry], inc. steel reinforcing",kg,0.74,34.93,13.9,21.03,"ew8, ew11, ew12, ew13",G,488,0,0,0
592,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_2_A,"Softwood (Radiata pine), surfaced, kiln-dried (H1.2 boron treated), e.g. framing [from sustainable forest management practices] (WPMA)",kg,-1.49,29.58,1.54,28.04,ew4,B,486,0,0,0
593,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_2_B,"Softwood (Radiata pine), surfaced, kiln-dried (H1.2 boron treated), e.g. framing [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.14,29.58,1.54,28.04,"ew4, ew12, ew13",B,486,0,0,0
594,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_3_A,"Softwood (Radiata pine), surfaced, kiln-dried (H3.1 LOSP treated), e.g. framing [from sustainable forest management practices] (WPMA)",kg,-1.39,33.64,5.56,28.09,ew4,B,486,0,0,0
595,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_3_B,"Softwood (Radiata pine), surfaced, kiln-dried (H3.1 LOSP treated), e.g. framing [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.24,33.64,5.56,28.09,"ew4, ew12, ew13",B,486,0,0,0
596,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_4_A,"Softwood (Radiata pine), surfaced, kiln-dried (H3.1 copper azole treated), e.g. framing [from sustainable forest management practices] (WPMA)",kg,-1.48,31.14,1.79,29.35,ew4,B,486,0,0,0
597,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_4_B,"Softwood (Radiata pine), surfaced, kiln-dried (H3.1 copper azole treated), e.g. framing [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.16,31.14,1.79,29.35,"ew4, ew12, ew13",B,486,0,0,0
598,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_5_A,"Softwood (Radiata pine), surfaced, kiln-dried (H3.2 CCA treated), e.g. framing [from sustainable forest management practices] (WPMA)",kg,-1.46,29.96,1.91,28.06,ew4,B,486,0,0,0
599,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_5_B,"Softwood (Radiata pine), surfaced, kiln-dried (H3.2 CCA treated), e.g. framing [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.17,29.96,1.91,28.06,"ew4, ew12, ew13",B,486,0,0,0
600,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_6_A,"Softwood (Radiata pine), surfaced, kiln-dried (H4 CCA treated), e.g. framing [from sustainable forest management practices] (WPMA)",kg,-1.45,30.17,2.1,28.06,ew4,B,486,0,0,0
601,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_4_6_B,"Softwood (Radiata pine), surfaced, kiln-dried (H4 CCA treated), e.g. framing [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.19,30.17,2.1,28.06,"ew4, ew12, ew13",B,486,0,0,0
602,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_12_A,"Softwood (dressed, kiln dried), framing, exterior (untreated), imported [from sustainable forest management practices]",kg,-1.27,24.34,2.92,21.42,"ew9, ew11",B,551,0,0,0
603,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_12_B,"Softwood (dressed, kiln dried), framing, exterior (untreated), imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.33,24.34,2.92,21.42,"ew9, ew11, ew12, ew13",B,551,0,0,0
604,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_13_A,"Softwood (dressed, kiln dried), framing, interior (untreated), imported [from sustainable forest management practices]",kg,-1.27,24.34,2.92,21.42,"ew9, ew11",B,551,0,0,0
605,STRUCTURE,Timber & engineered woods,Softwood,,PR_20_76_88_13_B,"Softwood (dressed, kiln dried), framing, interior (untreated), imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.33,24.34,2.92,21.42,"ew9, ew11, ew12, ew13",B,551,0,0,0
606,STRUCTURE,Timber & engineered woods,Fixings,,PR_20_29_56_11_1_3,"Fixings (nails), galvanised (Z275) steel (imported), interior use (e.g. framing)",kg,1,8.3,6.33,1.97,ew10,G,0,0,0,0
607,ENCLOSURE,Tanking & precladding,Rigid air barrier,,PR_25_71_14_30_3,"Fibre cement, rigid air barrier (4.5 mm thickness), imported ",m-,4.44,53.1,22.43,30.68,tp1,C,0,6.53,0,0
608,ENCLOSURE,Tanking & precladding,Rigid air barrier,,PR_25_71_14_30_4,"Fibre cement, rigid air barrier (6 mm thickness), imported ",m-,5.92,70.8,29.9,40.9,tp1,C,0,8.7,0,0
609,ENCLOSURE,Tanking & precladding,Rigid air barrier,,PR_25_71_14_30_5,"Fibre cement, rigid air barrier (9 mm thickness), imported ",m-,8.88,106.2,44.85,61.35,tp1,C,0,13.05,0,0
610,ENCLOSURE,Tanking & precladding,Roof underlay,,PR_15_57_30_37_1_1_1,"Tyvek- Supro roof underlay (product 2506B), imported (Du Pont de Nemours (Luxembourg) s.a.r.l, Europe)",m-,0.62,17.98,17.1,0.88,tp2,A,0,0.15,0,0
611,ENCLOSURE,Wall cladding,Aluminium composite,,PR_25_71_14_5_1,"Aluminium composite material (ACM) panel, 4mm thick, imported (Europe)",kg,5.26,107.95,88.07,19.89,wc1,C,1375,0,0,0
612,ENCLOSURE,Wall cladding,Ceramic,,PR_25_71_14_15_1_1,"Cladding, ceramic fa-ade panel, Terrart-, imported (NBK Keramik GmbH, Europe)",m-,90.51,1489.77,1361.9,127.87,wc2,A,0,67.07,0,0
613,ENCLOSURE,Wall cladding,Composite timber ,,PR_20_76_88_6_1_1,"Composite timber, INNOWOOD, InnoClad shiplap cladding (product WC17533), imported (China)",m-,13.98,407.63,313.63,93.99,"wc3, wc24",A,0,9.71,0,0
614,ENCLOSURE,Wall cladding,Composite timber ,,PR_20_76_88_6_1_2,"Composite timber, INNOWOOD, InnoClad v-joint shiplap cladding (product WC13625), imported (China)",m-,15.55,453.38,348.84,104.54,"wc3, wc24",A,0,10.8,0,0
615,ENCLOSURE,Wall cladding,Composite timber ,,PR_20_76_88_6_1_3,"Composite timber, INNOWOOD, InnoClad v-joint shiplap cladding (product WC20025), imported (China)",m-,13.97,407.21,313.31,93.9,"wc3, wc24",A,0,9.7,0,0
616,ENCLOSURE,Wall cladding,Composite timber ,,PR_20_76_88_6_3_1_2,"Composite timber, INNOWOOD, InnoScreen screening (external use), face and rear fixing (product FS04030), imported (China)",m-,14.4,419.8,323,96.8,"wc3, wc24",A,0,10,0,0
617,ENCLOSURE,Wall cladding,Concrete (panel),,PR_25_71_14_99,"Fa-ade sheet, precast concrete, glass fibre reinforced (""fibreC""), concrete skin / oko skin, imported (Rieder Sales GmbH, Europe)",kg,0.72,10.4,8.8,1.6,wc4,A,2211.54,28.75,0,0
618,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_1_1,"Copper, Nordic Standard, imported (Aurubis Finland Oy)",kg,0.49,8.35,7.25,1.1,wc5,A,8940,0,0,0
619,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_1_2,"Copper, Nordic Royal, imported (Aurubis Finland Oy)",kg,1.98,33.5,26.4,7.1,wc5,A,8200,0,0,0
620,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_1_3,"Copper, Nordic Green/Blue, imported (Aurubis Finland Oy)",kg,0.57,9.94,8.56,1.38,wc5,A,8940,0,0,0
621,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_1_4,"Copper, Nordic Brass, imported (Aurubis Finland Oy)",kg,1.46,26.7,21.9,4.8,wc5,A,8750,0,0,0
622,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_1_5,"Copper, Nordic Bronz, imported (Aurubis Finland Oy)",kg,0.77,13.97,11.1,2.87,wc5,A,8860,0,0,0
623,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_2_1,"Copper, TECU- Classic, imported (KME Germany GmbH & Co. KG)",kg,0.62,0.5,0.43,0.07,wc6,A,8930,0,0,0
624,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_2_2,"Copper, TECU- Bronze, imported (KME Germany GmbH & Co. KG)",kg,0.82,15.72,11.5,4.22,wc6,A,8850,0,0,0
625,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_2_3,"Copper, TECU- Gold, imported (KME Germany GmbH & Co. KG)",kg,1.52,28.75,21.6,7.15,wc6,A,8180,0,0,0
626,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_2_4,"Copper, TECU- Oxid, imported (KME Germany GmbH & Co. KG)",kg,0.91,15.57,13.3,2.27,wc6,A,8930,0,0,0
627,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_2_5,"Copper, TECU- Patina, imported (KME Germany GmbH & Co. KG)",kg,0.96,17.15,13.6,3.55,wc6,A,8930,0,0,0
628,ENCLOSURE,Wall cladding,Copper,,PR_20_76_51_23_2_6,"Copper, TECU- Premium, imported (KME Germany GmbH & Co. KG)",kg,0.62,10.81,9.26,1.55,wc6,A,8930,0,0,0
629,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_1,"Fibre cement, cladding, HardieFlex- (6.0 mm thickness), imported ",m-,5.92,70.8,29.9,40.9,wc7,A,0,8.7,0,0
630,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_2,"Fibre cement, cladding, HardieFlex- (7.5 mm thickness), imported",m-,7.4,88.5,37.38,51.13,wc7,C,0,10.88,0,0
631,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_6,"Fibre cement, cladding, weatherboard, all profiles (7.5 mm thickness), imported ",m-,9.76,138.87,70.58,68.29,wc7,C,0,14.25,0,0
632,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_7,"Fibre cement, cladding, weatherboard, all profiles (16 mm thickness), imported ",m-,17.07,242.95,123.47,119.48,wc7,C,0,24.93,0,0
633,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_8,"Fibre cement, cladding, EasyLap- panel (9 mm thickness), imported ",m-,7.85,111.81,59.93,51.88,wc7,C,0,12.71,0,0
634,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_9,"Fibre cement, cladding, Axon- panel (9 mm thickness), imported ",m-,7.12,91.47,31.89,59.58,wc7,C,0,12.1,0,0
635,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_10,"Fibre cement, cladding, Stria- panel (14 mm thickness), imported ",m-,10.08,112.88,50.16,62.72,wc7,C,0,13.8,0,0
636,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_21_1_1,"Fibre cement, cladding, Linea panel (10 mm thickness), imported ",m-,9.79,196.63,130,66.63,wc8,C,0,16.5,0,0
637,ENCLOSURE,Wall cladding,Fibre cement,,PR_25_71_14_30_21_1_2,"Fibre cement, cladding, Lunara panel (10 mm thickness), imported ",m-,9.79,196.63,130,66.63,wc8,C,0,16.5,0,0
638,ENCLOSURE,Wall cladding,Flashings,,PR_35_90_30_1_1_1_1,"Aluminium, flashing, flat sheet 0.9 mm BMT, powder coated (one side 0.08 mm) (primary manufacture using mainly renewables-generated electricity) ",kg,12.43,184.78,130.34,54.44,"wc9, wc27, wc28, wc31",F,2700,0,0,0
639,ENCLOSURE,Wall cladding,Flashings,,PR_35_90_30_1_1_1_2,"Aluminium, flashing, flat sheet 0.9 mm BMT, powder coated (one side 0.08 mm) (primary manufacture using mainly fossil fuels-generated electricity), imported (China)",kg,33.02,398.72,384.1,14.62,"wc9, wc27, wc29, wc31",F,2700,0,0,0
640,ENCLOSURE,Wall cladding,Flashings,,PR_35_90_30_1_1_1_3,"Aluminium, flashing, flat sheet 0.9 mm BMT, powder coated (one side 0.08 mm) (primary manufacture using mainly fossil fuels-generated electricity), imported (global average)",kg,19.82,270.72,249.1,21.62,"wc9, wc27, wc30, wc31",F,2700,0,0,0
641,ENCLOSURE,Wall cladding,Flashings,,PR_35_90_87_64_4_1,"Flashing (chimney and wall), Wakaflex, imported (Europe)",m-,9.36,211.71,177.59,34.12,wc10,A,0,3.54,0,0
642,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_1_1,"Wall panel, Kingspan Insulated Panel, KS1000 AWP and Evolution, 80mm thick, R4.15, imported (Australia)",m-,51.8,867.15,824,43.15,wc11,A,0,11.9,0,0
643,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_1_2,"Wall panel, Kingspan Insulated Panel, KS1000 RW, 40mm thick, R2.35, imported (Australia)",m-,44.6,701.3,661.9,39.4,wc11,A,0,10.3,0,0
644,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_1_3,"Wall panel, Kingspan Insulated Panel, KS1000 AWP and Evolution, 50mm thick, R2.65, imported (Australia)",m-,46.4,742.74,702.4,40.34,wc11,A,0,10.7,0,0
645,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_1_4,"Wall panel, Kingspan Insulated Panel, KS1000 RW, 60mm thick, R3.37, imported (Australia)",m-,48.2,784.18,742.9,41.28,wc11,A,0,11.1,0,0
646,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_1_5,"Wall panel, Kingspan Insulated Panel, KS1000 RW, 100mm thick, R5.36 and KS1000 AWP and Evolution, 100mm, R5.15, imported (Australia)",m-,55.5,950.03,905,45.03,wc11,A,0,12.7,0,0
647,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_1_6,"Wall panel, Kingspan Insulated Panel, KS1000 AWP and Evolution, 140mm thick, R7.15, imported (Australia)",m-,62.7,1115.88,1067.1,48.78,wc11,A,0,14.3,0,0
648,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_3_1,"Controlled environment panel, Kingspan Insulated Panel, KS1100 CS, 100mm thick, R5.15, imported (Australia)",m-,57.9,958.67,911.7,46.97,wc12,A,0,12.6,0,0
649,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_3_2,"Controlled environment panel, Kingspan Insulated Panel, KS1100 CS, 50mm thick, R2.65, imported (Australia)",m-,48.9,751.38,709.1,42.28,wc12,A,0,10.6,0,0
650,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_3_3,"Controlled environment panel, Kingspan Insulated Panel, KS1100 CS, 75mm thick, R3.90, imported (Australia)",m-,53.4,855.02,810.4,44.62,wc12,A,0,11.6,0,0
651,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_3_4,"Controlled environment panel, Kingspan Insulated Panel, KS1100 CS, 125mm thick, R6.40, imported (Australia)",m-,62.5,1062.41,1013.1,49.31,wc12,A,0,13.6,0,0
652,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_3_5,"Controlled environment panel, Kingspan Insulated Panel, KS1100 CS, 150mm thick, R7.65, imported (Australia)",m-,67,1166.05,1114.4,51.65,wc12,A,0,14.6,0,0
653,ENCLOSURE,Wall cladding,Insulated wall panel,,PR_20_65_60_85_3_6,"Controlled environment panel, Kingspan Insulated Panel, KS1100 CS, 200mm thick, R10.15, imported (Australia)",m-,76.1,1373.34,1317,56.34,wc12,A,0,16.6,0,0
654,ENCLOSURE,Wall cladding,Masonry,,PR_20_93_52_15,"Brick, clay",kg,0.27,3.24,2.93,0.31,wc13,C,1760,0,0,0
655,ENCLOSURE,Wall cladding,Plywood,,PR_25_71_97_33_A,"Engineered wood, plywood (exterior, A-bond), imported [from sustainable forest management practices]",kg,-0.72,43.58,14.98,28.6,"wc14, wc24",B,493.33,4.44,0,0
656,ENCLOSURE,Wall cladding,Plywood,,PR_25_71_97_33_B,"Engineered wood, plywood (exterior, A-bond), imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.86,43.58,14.98,28.6,"wc14, wc24, wc25, wc26",B,493.33,4.44,0,0
657,ENCLOSURE,Wall cladding,Plywood,,PR_25_71_97_33_2_A,"Engineered wood, exterior cladding, plywood (exterior, A-bond), imported [from sustainable forest management practices]",kg,-0.72,43.58,14.98,28.6,"wc14, wc24",B,493.33,4.44,0,0
658,ENCLOSURE,Wall cladding,Plywood,,PR_25_71_97_33_2_B,"Engineered wood, exterior cladding, plywood (exterior, A-bond), imported [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.86,43.58,14.98,28.6,"wc14, wc24, wc25, wc26",B,493.33,4.44,0,0
659,ENCLOSURE,Wall cladding,Render,,PR_35_31_64_12_1,"Cement-based render (7mm, for use on EIFS system)",kg,0.38,3.84,3.36,0.48,wc15,C,1000,0,0,0
660,ENCLOSURE,Wall cladding,Render,,PR_35_31_64_65_1,"Polymer-modified render (3mm, for use on EIFS system)",kg,1.22,25.59,22.4,3.19,wc16,C,1800,0,0,0
661,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_1_A,"Softwood (Radiata pine), finger-jointed (untreated), e.g. cladding (unpainted) [from sustainable forest management practices] (WPMA)",kg,-1.47,33.03,2.09,30.95,"wc17, wc24",B,475,0,0,0
662,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_1_B,"Softwood (Radiata pine), finger-jointed (untreated), e.g. cladding (unpainted) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.18,33.03,2.09,30.95,"wc17, wc24, wc25, wc26",B,475,0,0,0
663,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_2_A,"Softwood (Radiata pine), finger-jointed (H1.2 boron treated), e.g. cladding (unpainted) [from sustainable forest management practices] (WPMA)",kg,-1.46,33.19,2.16,31.03,wc17,B,475,0,0,0
664,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_2_B,"Softwood (Radiata pine), finger-jointed (H1.2 boron treated), e.g. cladding (unpainted) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.19,33.19,2.16,31.03,"wc17, wc25, wc26",B,475,0,0,0
665,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_3_A,"Softwood (Radiata pine), finger-jointed (H3.1 LOSP treated), e.g. cladding (unpainted) [from sustainable forest management practices] (WPMA)",kg,-1.33,38.76,7.67,31.09,wc17,B,475,0,0,0
666,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_3_B,"Softwood (Radiata pine), finger-jointed (H3.1 LOSP treated), e.g. cladding (unpainted) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.32,38.76,7.67,31.09,"wc17, wc25, wc26",B,475,0,0,0
667,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_3_1_A,"Softwood (Radiata pine), finger-jointed (H3.1 LOSP treated), weatherboards, all profiles (unpainted) [from sustainable forest management practices] (WPMA)",kg,-1.33,38.76,7.67,31.09,wc17,B,475,0,0,0
668,ENCLOSURE,Wall cladding,Softwood,,PR_20_76_88_5_3_1_B,"Softwood (Radiata pine), finger-jointed (H3.1 LOSP treated), weatherboards, all profiles (unpainted) [from unsustainable forest management practices, don't know or won't ensure from sustainable forestry]",kg,0.32,38.76,7.67,31.09,"wc17, wc25, wc26",B,475,0,0,0
